# time (sec)	countrate
  968.43750      640.000
  968.56250      1112.00
  968.68750      936.000
  968.81250      832.000
  968.93750      984.000
  969.06250      1352.00
  969.18750      3304.00
  969.31250      2656.00
  969.43750      1344.00
  969.56250      1208.00
  969.68750      792.000
  969.81250      1192.00
  969.93750      1192.00
  970.06250      1312.00
  970.18750      1352.00
  970.31250      1496.00
  970.43750      2952.00
  970.56250      2912.00
  970.68750      2112.00
  970.81250      1952.00
  970.93750      880.000
  971.06250      1192.00
  971.18750      880.000
  971.31250      1344.00
  971.43750      1352.00
  971.56250      1920.00
  971.68750      3360.00
  971.81250      2752.00
  971.93750      2184.00
  972.06250      1216.00
  972.18750      824.000
  972.31250      1064.00
  972.43750      1032.00
  972.56250      1096.00
  972.68750      1104.00
  972.81250      2144.00
  972.93750      3152.00
  973.06250      2296.00
  973.18750      2040.00
  973.31250      1144.00
  973.43750      688.000
  973.56250      912.000
  973.68750      1168.00
  973.81250      1312.00
  973.93750      1152.00
  974.06250      2920.00
  974.18750      3848.00
  974.31250      2232.00
  974.43750      2176.00
  974.56250      1320.00
  974.68750      896.000
  974.81250      1368.00
  974.93750      1064.00
  975.06250      1240.00
  975.18750      1248.00
  975.31250      2816.00
  975.43750      2936.00
  975.56250      1680.00
  975.68750      1416.00
  975.81250      936.000
  975.93750      920.000
  976.06250      1232.00
  976.18750      992.000
  976.31250      1600.00
  976.43750      1664.00
  976.56250      2808.00
  976.68750      3664.00
  976.81250      2040.00
  976.93750      1256.00
  977.06250      728.000
  977.18750      984.000
  977.31250      1040.00
  977.43750      872.000
  977.56250      1632.00
  977.68750      1264.00
  977.81250      2128.00
  977.93750      3880.00
  978.06250      2656.00
  978.18750      2080.00
  978.31250      784.000
  978.43750      912.000
  978.56250      1064.00
  978.68750      1104.00
  978.81250      1504.00
  978.93750      1352.00
  979.06250      2936.00
  979.18750      3208.00
  979.31250      1968.00
  979.43750      1408.00
  979.56250      768.000
  979.68750      1088.00
  979.81250      808.000
  979.93750      1056.00
  980.06250      1416.00
  980.18750      1424.00
  980.31250      3296.00
  980.43750      3688.00
  980.56250      1864.00
  980.68750      1792.00
  980.81250      896.000
  980.93750      864.000
  981.06250      1048.00
  981.18750      1112.00
  981.31250      1280.00
  981.43750      1400.00
  981.56250      3432.00
  981.68750      3128.00
  981.81250      2216.00
  981.93750      1344.00
  982.06250      784.000
  982.18750      1192.00
  982.31250      1240.00
  982.43750      1264.00
  982.56250      1472.00
  982.68750      1904.00
  982.81250      2792.00
  982.93750      2504.00
  983.06250      2104.00
  983.18750      1904.00
  983.31250      928.000
  983.43750      896.000
  983.56250      992.000
  983.68750      1360.00
  983.81250      1344.00
  983.93750      2096.00
  984.06250      4064.00
  984.18750      2560.00
  984.31250      2584.00
  984.43750      1008.00
  984.56250      792.000
  984.68750      1328.00
  984.81250      1240.00
  984.93750      1696.00
  985.06250      1648.00
  985.18750      2016.00
  985.31250      3048.00
  985.43750      2144.00
  985.56250      1752.00
  985.68750      856.000
  985.81250      1056.00
  985.93750      1248.00
  986.06250      992.000
  986.18750      1280.00
  986.31250      1544.00
  986.43750      2440.00
  986.56250      3360.00
  986.68750      2544.00
  986.81250      2504.00
  986.93750      768.000
  987.06250      1200.00
  987.18750      1176.00
  987.31250      1312.00
  987.43750      904.000
  987.56250      1240.00
  987.68750      2408.00
  987.81250      3264.00
  987.93750      2584.00
  988.06250      1744.00
  988.18750      1168.00
  988.31250      1200.00
  988.43750      1512.00
  988.56250      1480.00
  988.68750      1576.00
  988.81250      1240.00
  988.93750      2992.00
  989.06250      4136.00
  989.18750      2152.00
  989.31250      2040.00
  989.43750      744.000
  989.56250      1488.00
  989.68750      1248.00
  989.81250      984.000
  989.93750      1096.00
  990.06250      1128.00
  990.18750      2888.00
  990.31250      2688.00
  990.43750      1696.00
  990.56250      1632.00
  990.68750      584.000
  990.81250      920.000
  990.93750      1104.00
  991.06250      768.000
  991.18750      1848.00
  991.31250      1456.00
  991.43750      1952.00
  991.56250      3432.00
  991.68750      1728.00
  991.81250      1120.00
  991.93750      744.000
  992.06250      2064.00
  992.18750      1752.00
  992.31250      1704.00
  992.43750      1632.00
  992.56250      1728.00
  992.68750      3152.00
  992.81250      3992.00
  992.93750      2504.00
  993.06250      2216.00
  993.18750      704.000
  993.31250      1296.00
  993.43750      960.000
  993.56250      1200.00
  993.68750      1280.00
  993.81250      1608.00
  993.93750      3424.00
  994.06250      3368.00
  994.18750      2024.00
  994.31250      1048.00
  994.43750      656.000
  994.56250      1440.00
  994.68750      1128.00
  994.81250      1168.00
  994.93750      1088.00
  995.06250      2240.00
  995.18750      4056.00
  995.31250      3120.00
  995.43750      2080.00
  995.56250      816.000
  995.68750      928.000
  995.81250      976.000
  995.93750      1088.00
  996.06250      1072.00
  996.18750      1088.00
  996.31250      1584.00
  996.43750      2648.00
  996.56250      2096.00
  996.68750      2080.00
  996.81250      1088.00
  996.93750      896.000
  997.06250      1104.00
  997.18750      1304.00
  997.31250      1320.00
  997.43750      1208.00
  997.56250      2336.00
  997.68750      3328.00
  997.81250      2328.00
  997.93750      1904.00
  998.06250      1288.00
  998.18750      776.000
  998.31250      1384.00
  998.43750      1088.00
  998.56250      1112.00
  998.68750      1056.00
  998.81250      2736.00
  998.93750      3624.00
  999.06250      2720.00
  999.18750      2288.00
  999.31250      1240.00
  999.43750      904.000
  999.56250      1272.00
  999.68750      1120.00
  999.81250      1280.00
  999.93750      1224.00
  1000.0625      2000.00
  1000.1875      3264.00
  1000.3125      1888.00
  1000.4375      1568.00
  1000.5625      760.000
  1000.6875      952.000
  1000.8125      1832.00
  1000.9375      1632.00
  1001.0625      2224.00
  1001.1875      1712.00
  1001.3125      2456.00
  1001.4375      2968.00
  1001.5625      2144.00
  1001.6875      2096.00
  1001.8125      840.000
  1001.9375      984.000
  1002.0625      1616.00
  1002.1875      1192.00
  1002.3125      1696.00
  1002.4375      1960.00
  1002.5625      4416.00
  1002.6875      4160.00
  1002.8125      2352.00
  1002.9375      2072.00
  1003.0625      808.000
  1003.1875      1048.00
  1003.3125      1312.00
  1003.4375      1160.00
  1003.5625      1288.00
  1003.6875      1168.00
  1003.8125      2696.00
  1003.9375      3200.00
  1004.0625      1936.00
  1004.1875      1248.00
  1004.3125      808.000
  1004.4375      1040.00
  1004.5625      1264.00
  1004.6875      1760.00
  1004.8125      1536.00
  1004.9375      1768.00
  1005.0625      3360.00
  1005.1875      2872.00
  1005.3125      1808.00
  1005.4375      1504.00
  1005.5625      808.000
  1005.6875      1456.00
  1005.8125      1856.00
  1005.9375      1240.00
  1006.0625      1552.00
  1006.1875      1608.00
  1006.3125      2976.00
  1006.4375      2696.00
  1006.5625      1920.00
  1006.6875      1200.00
  1006.8125      768.000
  1006.9375      1144.00
  1007.0625      1240.00
  1007.1875      1136.00
  1007.3125      832.000
  1007.4375      1896.00
  1007.5625      3272.00
  1007.6875      3336.00
  1007.8125      2160.00
  1007.9375      1152.00
  1008.0625      856.000
  1008.1875      1312.00
  1008.3125      1256.00
  1008.4375      1496.00
  1008.5625      1568.00
  1008.6875      2120.00
  1008.8125      4088.00
  1008.9375      2680.00
  1009.0625      2352.00
  1009.1875      992.000
  1009.3125      888.000
  1009.4375      1544.00
  1009.5625      1592.00
  1009.6875      1568.00
  1009.8125      1824.00
  1009.9375      2600.00
  1010.0625      3952.00
  1010.1875      2648.00
  1010.3125      2568.00
  1010.4375      1152.00
  1010.5625      1040.00
  1010.6875      1600.00
  1010.8125      1552.00
  1010.9375      1256.00
  1011.0625      1184.00
  1011.1875      2088.00
  1011.3125      3304.00
  1011.4375      2328.00
  1011.5625      1736.00
  1011.6875      792.000
  1011.8125      888.000
  1011.9375      1144.00
  1012.0625      1152.00
  1012.1875      1656.00
  1012.3125      1368.00
  1012.4375      2848.00
  1012.5625      4200.00
  1012.6875      2424.00
  1012.8125      1816.00
  1012.9375      920.000
  1013.0625      848.000
  1013.1875      1400.00
  1013.3125      1032.00
  1013.4375      1272.00
  1013.5625      1304.00
  1013.6875      3320.00
  1013.8125      4424.00
  1013.9375      2760.00
  1014.0625      2992.00
  1014.1875      896.000
  1014.3125      1016.00
  1014.4375      1400.00
  1014.5625      1016.00
  1014.6875      1152.00
  1014.8125      1192.00
  1014.9375      3560.00
  1015.0625      3600.00
  1015.1875      2416.00
  1015.3125      2232.00
  1015.4375      792.000
  1015.5625      776.000
  1015.6875      1112.00
  1015.8125      1208.00
  1015.9375      1232.00
  1016.0625      1488.00
  1016.1875      2936.00
  1016.3125      2840.00
  1016.4375      1696.00
  1016.5625      2224.00
  1016.6875      800.000
  1016.8125      952.000
  1016.9375      1176.00
  1017.0625      1072.00
  1017.1875      1328.00
  1017.3125      1768.00
  1017.4375      3624.00
  1017.5625      3344.00
  1017.6875      2040.00
  1017.8125      1720.00
  1017.9375      744.000
  1018.0625      1200.00
  1018.1875      1136.00
  1018.3125      1112.00
  1018.4375      1504.00
  1018.5625      1128.00
  1018.6875      3208.00
  1018.8125      2416.00
  1018.9375      1800.00
  1019.0625      1912.00
  1019.1875      648.000
  1019.3125      752.000
  1019.4375      1256.00
  1019.5625      1288.00
  1019.6875      1736.00
  1019.8125      1696.00
  1019.9375      2680.00
  1020.0625      1960.00
  1020.1875      1624.00
  1020.3125      1472.00
  1020.4375      680.000
  1020.5625      1128.00
  1020.6875      1224.00
  1020.8125      928.000
  1020.9375      1000.00
  1021.0625      1768.00
  1021.1875      2048.00
  1021.3125      1840.00
  1021.4375      1808.00
  1021.5625      1248.00
  1021.6875      792.000
  1021.8125      912.000
  1021.9375      1160.00
  1022.0625      1280.00
  1022.1875      984.000
  1022.3125      1768.00
  1022.4375      2704.00
  1022.5625      1776.00
  1022.6875      2200.00
  1022.8125      1000.00
  1022.9375      1064.00
  1023.0625      1184.00
  1023.1875      1208.00
  1023.3125      1048.00
  1023.4375      976.000
  1023.5625      2144.00
  1023.6875      2624.00
  1023.8125      2120.00
  1023.9375      1672.00
  1024.0625      1088.00
  1024.1875      856.000
  1024.3125      1048.00
  1024.4375      1112.00
  1024.5625      1216.00
  1024.6875      1256.00
  1024.8125      1552.00
  1024.9375      2424.00
  1025.0625      1568.00
  1025.1875      2176.00
  1025.3125      872.000
  1025.4375      1312.00
  1025.5625      1408.00
  1025.6875      1144.00
  1025.8125      1408.00
  1025.9375      1496.00
  1026.0625      2952.00
  1026.1875      2976.00
  1026.3125      1784.00
  1026.4375      1448.00
  1026.5625      576.000
  1026.6875      928.000
  1026.8125      1176.00
  1026.9375      1240.00
  1027.0625      1464.00
  1027.1875      1248.00
  1027.3125      2056.00
  1027.4375      2712.00
  1027.5625      1608.00
  1027.6875      1896.00
  1027.8125      656.000
  1027.9375      1128.00
  1028.0625      1168.00
  1028.1875      1064.00
  1028.3125      1352.00
  1028.4375      1512.00
  1028.5625      2968.00
  1028.6875      3064.00
  1028.8125      1640.00
  1028.9375      1608.00
  1029.0625      1008.00
  1029.1875      1736.00
  1029.3125      1448.00
  1029.4375      1576.00
  1029.5625      1320.00
  1029.6875      1272.00
  1029.8125      3040.00
  1029.9375      2888.00
  1030.0625      2544.00
  1030.1875      1824.00
  1030.3125      824.000
  1030.4375      1288.00
  1030.5625      1088.00
  1030.6875      1032.00
  1030.8125      1184.00
  1030.9375      1504.00
  1031.0625      3272.00
  1031.1875      2568.00
  1031.3125      1920.00
  1031.4375      1608.00
  1031.5625      800.000
  1031.6875      1016.00
  1031.8125      1264.00
  1031.9375      1008.00
  1032.0625      1048.00
  1032.1875      1720.00
  1032.3125      2736.00
  1032.4375      2424.00
  1032.5625      2168.00
  1032.6875      1480.00
  1032.8125      856.000
  1032.9375      1264.00
  1033.0625      1032.00
  1033.1875      1136.00
  1033.3125      1456.00
  1033.4375      1784.00
  1033.5625      3392.00
  1033.6875      3096.00
  1033.8125      2472.00
  1033.9375      1840.00
  1034.0625      872.000
  1034.1875      1240.00
  1034.3125      1264.00
  1034.4375      1240.00
  1034.5625      1232.00
  1034.6875      2600.00
  1034.8125      3712.00
  1034.9375      2784.00
  1035.0625      1408.00
  1035.1875      960.000
  1035.3125      928.000
  1035.4375      1272.00
  1035.5625      1008.00
  1035.6875      1072.00
  1035.8125      1528.00
  1035.9375      2128.00
  1036.0625      2760.00
  1036.1875      1624.00
  1036.3125      2128.00
  1036.4375      888.000
  1036.5625      1096.00
  1036.6875      1256.00
  1036.8125      1008.00
  1036.9375      1336.00
  1037.0625      1184.00
  1037.1875      2472.00
  1037.3125      2800.00
  1037.4375      1624.00
  1037.5625      1704.00
  1037.6875      704.000
  1037.8125      1064.00
  1037.9375      1200.00
  1038.0625      1184.00
  1038.1875      920.000
  1038.3125      1216.00
  1038.4375      2776.00
  1038.5625      3128.00
  1038.6875      1432.00
  1038.8125      1400.00
  1038.9375      624.000
  1039.0625      1152.00
  1039.1875      1352.00
  1039.3125      1128.00
  1039.4375      1200.00
  1039.5625      1112.00
  1039.6875      3256.00
  1039.8125      3784.00
  1039.9375      2224.00
  1040.0625      1408.00
  1040.1875      824.000
  1040.3125      1216.00
  1040.4375      1184.00
  1040.5625      760.000
  1040.6875      1040.00
  1040.8125      1728.00
  1040.9375      3400.00
  1041.0625      3096.00
  1041.1875      1664.00
  1041.3125      1800.00
  1041.4375      696.000
  1041.5625      1144.00
  1041.6875      1216.00
  1041.8125      1360.00
  1041.9375      1216.00
  1042.0625      1264.00
  1042.1875      2760.00
  1042.3125      2584.00
  1042.4375      1008.00
  1042.5625      776.000
  1042.6875      672.000
  1042.8125      1536.00
  1042.9375      1480.00
  1043.0625      1504.00
  1043.1875      1248.00
  1043.3125      1728.00
  1043.4375      2776.00
  1043.5625      2840.00
  1043.6875      2032.00
  1043.8125      1048.00
  1043.9375      880.000
  1044.0625      1184.00
  1044.1875      1240.00
  1044.3125      1960.00
  1044.4375      1368.00
  1044.5625      1576.00
  1044.6875      2888.00
  1044.8125      2464.00
  1044.9375      1688.00
  1045.0625      1336.00
  1045.1875      688.000
  1045.3125      1168.00
  1045.4375      1072.00
  1045.5625      1192.00
  1045.6875      1048.00
  1045.8125      2776.00
  1045.9375      4472.00
  1046.0625      2544.00
  1046.1875      2048.00
  1046.3125      928.000
  1046.4375      832.000
  1046.5625      1656.00
  1046.6875      1024.00
  1046.8125      1104.00
  1046.9375      1432.00
  1047.0625      2496.00
  1047.1875      3608.00
  1047.3125      2656.00
  1047.4375      1736.00
  1047.5625      1096.00
  1047.6875      712.000
  1047.8125      848.000
  1047.9375      1096.00
  1048.0625      1264.00
  1048.1875      1256.00
  1048.3125      2400.00
  1048.4375      3496.00
  1048.5625      2112.00
  1048.6875      1736.00
  1048.8125      784.000
  1048.9375      1048.00
  1049.0625      2224.00
  1049.1875      1192.00
  1049.3125      1832.00
  1049.4375      1184.00
  1049.5625      3288.00
  1049.6875      4296.00
  1049.8125      2352.00
  1049.9375      984.000
  1050.0625      792.000
  1050.1875      888.000
  1050.3125      1392.00
  1050.4375      1376.00
  1050.5625      1344.00
  1050.6875      864.000
  1050.8125      2360.00
  1050.9375      2640.00
  1051.0625      1728.00
  1051.1875      1880.00
  1051.3125      744.000
  1051.4375      792.000
  1051.5625      1344.00
  1051.6875      1080.00
  1051.8125      1432.00
  1051.9375      1472.00
  1052.0625      2176.00
  1052.1875      2632.00
  1052.3125      1912.00
  1052.4375      1904.00
  1052.5625      816.000
  1052.6875      856.000
  1052.8125      1120.00
  1052.9375      736.000
  1053.0625      1064.00
  1053.1875      1344.00
  1053.3125      2696.00
  1053.4375      3304.00
  1053.5625      1952.00
  1053.6875      1776.00
  1053.8125      624.000
  1053.9375      1248.00
  1054.0625      1224.00
  1054.1875      952.000
  1054.3125      880.000
  1054.4375      1456.00
  1054.5625      3360.00
  1054.6875      3256.00
  1054.8125      2360.00
  1054.9375      1592.00
  1055.0625      672.000
  1055.1875      912.000
  1055.3125      936.000
  1055.4375      1032.00
  1055.5625      1648.00
  1055.6875      2048.00
  1055.8125      3416.00
  1055.9375      2512.00
  1056.0625      1776.00
  1056.1875      1184.00
  1056.3125      808.000
  1056.4375      1144.00
  1056.5625      1216.00
  1056.6875      1184.00
  1056.8125      1712.00
  1056.9375      1920.00
  1057.0625      3736.00
  1057.1875      2640.00
  1057.3125      2088.00
  1057.4375      1048.00
  1057.5625      880.000
  1057.6875      1024.00
  1057.8125      968.000
  1057.9375      1016.00
  1058.0625      1008.00
  1058.1875      2664.00
  1058.3125      2896.00
  1058.4375      2024.00
  1058.5625      1944.00
  1058.6875      1208.00
  1058.8125      824.000
  1058.9375      1232.00
  1059.0625      1008.00
  1059.1875      1296.00
  1059.3125      1456.00
  1059.4375      2048.00
  1059.5625      3360.00
  1059.6875      2128.00
  1059.8125      1808.00
  1059.9375      768.000
  1060.0625      936.000
  1060.1875      1288.00
  1060.3125      1128.00
  1060.4375      1384.00
  1060.5625      1416.00
  1060.6875      2304.00
  1060.8125      2472.00
  1060.9375      1744.00
  1061.0625      2056.00
  1061.1875      1184.00
  1061.3125      968.000
  1061.4375      1264.00
  1061.5625      1000.00
  1061.6875      1768.00
  1061.8125      1192.00
  1061.9375      2224.00
  1062.0625      3096.00
  1062.1875      2432.00
  1062.3125      3088.00
  1062.4375      832.000
  1062.5625      1408.00
  1062.6875      1496.00
  1062.8125      856.000
  1062.9375      1376.00
  1063.0625      1064.00
  1063.1875      3512.00
  1063.3125      3352.00
  1063.4375      1232.00
  1063.5625      1968.00
  1063.6875      688.000
  1063.8125      1272.00
  1063.9375      1360.00
  1064.0625      944.000
  1064.1875      1184.00
  1064.3125      1472.00
  1064.4375      2776.00
  1064.5625      2896.00
  1064.6875      1624.00
  1064.8125      1152.00
  1064.9375      808.000
  1065.0625      1000.00
  1065.1875      1544.00
  1065.3125      1376.00
  1065.4375      1352.00
  1065.5625      1288.00
  1065.6875      3080.00
  1065.8125      2640.00
  1065.9375      2160.00
  1066.0625      1592.00
  1066.1875      616.000
  1066.3125      1400.00
  1066.4375      1128.00
  1066.5625      968.000
  1066.6875      1016.00
  1066.8125      1480.00
  1066.9375      2928.00
  1067.0625      2544.00
  1067.1875      1904.00
  1067.3125      1056.00
  1067.4375      680.000
  1067.5625      1416.00
  1067.6875      1032.00
  1067.8125      928.000
  1067.9375      1288.00
  1068.0625      1672.00
  1068.1875      2896.00
  1068.3125      2000.00
  1068.4375      1704.00
  1068.5625      1000.00
  1068.6875      800.000
  1068.8125      1208.00
  1068.9375      1008.00
  1069.0625      1080.00
  1069.1875      1072.00
  1069.3125      1656.00
  1069.4375      3016.00
  1069.5625      2024.00
  1069.6875      2432.00
  1069.8125      904.000
  1069.9375      1000.00
  1070.0625      1384.00
  1070.1875      928.000
  1070.3125      1024.00
  1070.4375      952.000
  1070.5625      1744.00
  1070.6875      3184.00
  1070.8125      2920.00
  1070.9375      2408.00
  1071.0625      840.000
  1071.1875      1328.00
  1071.3125      1504.00
  1071.4375      1048.00
  1071.5625      1376.00
  1071.6875      1320.00
  1071.8125      1888.00
  1071.9375      2912.00
  1072.0625      1992.00
  1072.1875      1536.00
  1072.3125      848.000
  1072.4375      1032.00
  1072.5625      1376.00
  1072.6875      1160.00
  1072.8125      1400.00
  1072.9375      1392.00
  1073.0625      2712.00
  1073.1875      3528.00
  1073.3125      2264.00
  1073.4375      816.000
  1073.5625      744.000
  1073.6875      728.000
  1073.8125      904.000
  1073.9375      856.000
  1074.0625      960.000
  1074.1875      1360.00
  1074.3125      2576.00
  1074.4375      3288.00
  1074.5625      1728.00
  1074.6875      1512.00
  1074.8125      744.000
  1074.9375      952.000
  1075.0625      1112.00
  1075.1875      1192.00
  1075.3125      1248.00
  1075.4375      1296.00
  1075.5625      3264.00
  1075.6875      3672.00
  1075.8125      2424.00
  1075.9375      2288.00
  1076.0625      864.000
  1076.1875      864.000
  1076.3125      968.000
  1076.4375      1072.00
  1076.5625      1576.00
  1076.6875      1384.00
  1076.8125      2888.00
  1076.9375      3272.00
  1077.0625      2008.00
  1077.1875      2024.00
  1077.3125      856.000
  1077.4375      976.000
  1077.5625      1232.00
  1077.6875      1016.00
  1077.8125      1600.00
  1077.9375      1144.00
  1078.0625      2048.00
  1078.1875      2568.00
  1078.3125      1376.00
  1078.4375      728.000
  1078.5625      736.000
  1078.6875      1120.00
  1078.8125      1400.00
  1078.9375      1416.00
  1079.0625      1600.00
  1079.1875      1568.00
  1079.3125      4120.00
  1079.4375      3832.00
  1079.5625      1560.00
  1079.6875      944.000
  1079.8125      808.000
  1079.9375      1184.00
  1080.0625      1384.00
  1080.1875      1416.00
  1080.3125      1520.00
  1080.4375      1896.00
  1080.5625      3360.00
  1080.6875      2640.00
  1080.8125      1152.00
  1080.9375      1400.00
  1081.0625      792.000
  1081.1875      1544.00
  1081.3125      1360.00
  1081.4375      1120.00
  1081.5625      1304.00
  1081.6875      2344.00
  1081.8125      3760.00
  1081.9375      2328.00
  1082.0625      1104.00
  1082.1875      816.000
  1082.3125      848.000
  1082.4375      920.000
  1082.5625      960.000
  1082.6875      1112.00
  1082.8125      1304.00
  1082.9375      2008.00
  1083.0625      2816.00
  1083.1875      2048.00
  1083.3125      1744.00
  1083.4375      976.000
  1083.5625      736.000
  1083.6875      1336.00
  1083.8125      936.000
  1083.9375      1200.00
  1084.0625      984.000
  1084.1875      2272.00
  1084.3125      2792.00
  1084.4375      2016.00
  1084.5625      1424.00
  1084.6875      1352.00
  1084.8125      856.000
  1084.9375      872.000
  1085.0625      1192.00
  1085.1875      1088.00
  1085.3125      1256.00
  1085.4375      2656.00
  1085.5625      3256.00
  1085.6875      2608.00
  1085.8125      2520.00
  1085.9375      1088.00
  1086.0625      976.000
  1086.1875      1184.00
  1086.3125      1296.00
  1086.4375      1352.00
  1086.5625      1440.00
  1086.6875      3208.00
  1086.8125      3416.00
  1086.9375      2248.00
  1087.0625      2240.00
  1087.1875      752.000
  1087.3125      808.000
  1087.4375      1224.00
  1087.5625      1064.00
  1087.6875      1464.00
  1087.8125      1528.00
  1087.9375      2568.00
  1088.0625      3736.00
  1088.1875      1768.00
  1088.3125      2632.00
  1088.4375      656.000
  1088.5625      1296.00
  1088.6875      1832.00
  1088.8125      872.000
  1088.9375      1320.00
  1089.0625      1888.00
  1089.1875      2808.00
  1089.3125      2832.00
  1089.4375      1720.00
  1089.5625      1824.00
  1089.6875      688.000
  1089.8125      1296.00
  1089.9375      1112.00
  1090.0625      1360.00
  1090.1875      2456.00
  1090.3125      2056.00
  1090.4375      3080.00
  1090.5625      3264.00
  1090.6875      2616.00
  1090.8125      1736.00
  1090.9375      648.000
  1091.0625      1088.00
  1091.1875      1112.00
  1091.3125      1296.00
  1091.4375      2112.00
  1091.5625      1480.00
  1091.6875      2792.00
  1091.8125      2704.00
  1091.9375      2312.00
  1092.0625      1424.00
  1092.1875      816.000
  1092.3125      968.000
  1092.4375      1072.00
  1092.5625      1256.00
  1092.6875      1392.00
  1092.8125      2216.00
  1092.9375      3912.00
  1093.0625      3000.00
  1093.1875      2392.00
  1093.3125      1864.00
  1093.4375      1096.00
  1093.5625      816.000
  1093.6875      1128.00
  1093.8125      1032.00
  1093.9375      1664.00
  1094.0625      2032.00
  1094.1875      3672.00
  1094.3125      2872.00
  1094.4375      1440.00
  1094.5625      2160.00
  1094.6875      952.000
  1094.8125      1768.00
  1094.9375      1464.00
  1095.0625      1120.00
  1095.1875      1304.00
  1095.3125      2392.00
  1095.4375      3088.00
  1095.5625      2472.00
  1095.6875      1824.00
  1095.8125      968.000
  1095.9375      896.000
  1096.0625      1672.00
  1096.1875      1024.00
  1096.3125      1096.00
  1096.4375      1144.00
  1096.5625      2312.00
  1096.6875      2944.00
  1096.8125      2240.00
  1096.9375      1960.00
  1097.0625      712.000
  1097.1875      720.000
  1097.3125      1096.00
  1097.4375      1152.00
  1097.5625      1248.00
  1097.6875      1160.00
  1097.8125      2728.00
  1097.9375      3392.00
  1098.0625      2056.00
  1098.1875      1760.00
  1098.3125      656.000
  1098.4375      760.000
  1098.5625      1360.00
  1098.6875      1136.00
  1098.8125      1192.00
  1098.9375      1440.00
  1099.0625      2176.00
  1099.1875      2624.00
  1099.3125      1424.00
  1099.4375      2584.00
  1099.5625      1176.00
  1099.6875      1104.00
  1099.8125      1128.00
  1099.9375      1112.00
  1100.0625      1672.00
  1100.1875      1352.00
  1100.3125      2096.00
  1100.4375      2480.00
  1100.5625      2080.00
  1100.6875      2880.00
  1100.8125      776.000
  1100.9375      1184.00
  1101.0625      1216.00
  1101.1875      1496.00
  1101.3125      1088.00
  1101.4375      1344.00
  1101.5625      2624.00
  1101.6875      2520.00
  1101.8125      1968.00
  1101.9375      1896.00
  1102.0625      680.000
  1102.1875      880.000
  1102.3125      1208.00
  1102.4375      1232.00
  1102.5625      1048.00
  1102.6875      1504.00
  1102.8125      4320.00
  1102.9375      4160.00
  1103.0625      2800.00
  1103.1875      2344.00
  1103.3125      888.000
  1103.4375      1088.00
  1103.5625      1504.00
  1103.6875      1408.00
  1103.8125      1768.00
  1103.9375      1960.00
  1104.0625      4480.00
  1104.1875      4144.00
  1104.3125      2104.00
  1104.4375      1256.00
  1104.5625      992.000
  1104.6875      984.000
  1104.8125      1808.00
  1104.9375      1544.00
  1105.0625      1408.00
  1105.1875      2408.00
  1105.3125      3520.00
  1105.4375      2776.00
  1105.5625      1880.00
  1105.6875      1096.00
  1105.8125      760.000
  1105.9375      1216.00
  1106.0625      856.000
  1106.1875      824.000
  1106.3125      1280.00
  1106.4375      2384.00
  1106.5625      3872.00
  1106.6875      2824.00
  1106.8125      2416.00
  1106.9375      1568.00
  1107.0625      744.000
  1107.1875      976.000
  1107.3125      1080.00
  1107.4375      1528.00
  1107.5625      1120.00
  1107.6875      2008.00
  1107.8125      3552.00
  1107.9375      2688.00
  1108.0625      1664.00
  1108.1875      872.000
  1108.3125      1128.00
  1108.4375      1328.00
  1108.5625      1568.00
  1108.6875      1560.00
  1108.8125      1504.00
  1108.9375      2896.00
  1109.0625      3712.00
  1109.1875      2248.00
  1109.3125      1968.00
  1109.4375      776.000
  1109.5625      1304.00
  1109.6875      1464.00
  1109.8125      1160.00
  1109.9375      1552.00
  1110.0625      1440.00
  1110.1875      2856.00
  1110.3125      3544.00
  1110.4375      2160.00
  1110.5625      1848.00
  1110.6875      808.000
  1110.8125      1376.00
  1110.9375      1440.00
  1111.0625      1016.00
  1111.1875      1248.00
  1111.3125      1168.00
  1111.4375      2728.00
  1111.5625      3432.00
  1111.6875      1744.00
  1111.8125      1744.00
  1111.9375      688.000
  1112.0625      936.000
  1112.1875      928.000
  1112.3125      848.000
  1112.4375      976.000
  1112.5625      1256.00
  1112.6875      2288.00
  1112.8125      2816.00
  1112.9375      1920.00
  1113.0625      2368.00
  1113.1875      664.000
  1113.3125      1048.00
  1113.4375      1184.00
  1113.5625      1112.00
  1113.6875      1256.00
  1113.8125      1480.00
  1113.9375      3424.00
  1114.0625      3432.00
  1114.1875      1728.00
  1114.3125      1952.00
  1114.4375      736.000
  1114.5625      1616.00
  1114.6875      1256.00
  1114.8125      1088.00
  1114.9375      1336.00
  1115.0625      1616.00
  1115.1875      2976.00
  1115.3125      2984.00
  1115.4375      1944.00
  1115.5625      1928.00
  1115.6875      792.000
  1115.8125      1592.00
  1115.9375      1232.00
  1116.0625      1080.00
  1116.1875      896.000
  1116.3125      2000.00
  1116.4375      2816.00
  1116.5625      2608.00
  1116.6875      1960.00
  1116.8125      1704.00
  1116.9375      784.000
  1117.0625      928.000
  1117.1875      984.000
  1117.3125      1008.00
  1117.4375      960.000
  1117.5625      1648.00
  1117.6875      2968.00
  1117.8125      2928.00
  1117.9375      2136.00
  1118.0625      1448.00
  1118.1875      704.000
  1118.3125      1368.00
  1118.4375      1272.00
  1118.5625      1152.00
  1118.6875      1128.00
  1118.8125      1928.00
